1446,42.03,31.79,20.97,0.55,25.29,-2.64,1.35,0.15,-0.05,-0.13,-0.28
1447,6.57,1.73,3.42,-2.63,3.29,-3.93,1.48,0.18,-0.48,-0.52,-0.41
1449,8.19,4.71,-7.09,-13.95,-12.70,-5.71,-6.95,-0.84,-1.46,-2.41,-0.76
1451,7.70,2.92,3.14,-4.27,4.85,-7.81,0.88,0.33,-2.14,-2.15,-1.95
1452,20.62,11.63,13.04,3.26,29.17,8.10,5.18,1.01,0.74,0.25,-0.12
1453,24.32,20.38,-24.40,4.84,46.83,6.83,0.52,0.07,0.15,0.17,-0.12
1454,5.97,2.64,-2.74,-8.02,-2.54,-4.90,-0.38,-0.05,-0.31,-0.34,-0.20
1455,14.42,1.10,8.25,-3.64,16.80,-0.45,5.68,0.72,-0.07,-0.56,-0.61
1456,33.78,17.66,25.89,21.07,22.10,9.77,8.89,1.28,0.73,-0.37,-0.24
1457,13.01,7.58,6.41,33.44,12.59,29.93,1.44,0.31,2.89,3.06,2.26
1459,7.90,-4.82,1.20,-12.69,22.66,-10.20,5.07,0.48,-0.58,-0.93,-0.78
1460,19.65,7.79,3.28,-11.60,1.57,-12.69,0.53,0.04,-1.94,-0.75,-0.77
1463,19.61,19.19,1.32,1.89,34.21,15.17,1.37,0.19,0.33,0.17,0.21
1464,17.71,14.47,6.25,0.04,4.26,-3.40,1.75,0.25,-0.54,-0.33,-0.43
1465,-2.43,9.08,-21.69,-3.97,-15.48,-8.60,-0.54,-0.09,-0.24,-0.25,-0.09
1466,19.89,10.69,6.71,0.56,5.78,1.63,2.50,0.36,0.38,0.02,-0.45
1467,21.89,25.78,2.37,5.03,1.49,3.10,-0.68,-0.10,0.72,0.40,-1.52
1468,24.10,12.26,10.42,-0.24,19.51,4.70,3.71,0.25,0.26,0.26,0.13
1470,19.42,18.02,5.91,3.01,4.33,6.47,0.68,0.08,0.41,0.20,0.09
1472,40.26,4.03,-32.91,-58.73,-7.38,-129.08,-4.49,-0.13,-8.66,-6.04,-4.51
1473,16.47,11.24,2.85,-5.49,3.58,-6.38,1.35,0.31,-2.45,-1.12,-0.80
1474,17.32,14.07,6.63,2.40,6.83,4.00,2.16,0.35,0.83,0.39,0.18
1475,17.98,18.75,6.75,8.52,16.91,2.22,2.07,0.46,0.24,-0.56,-0.58
1476,28.64,28.67,20.15,19.51,20.49,18.90,6.84,4.95,15.51,9.69,5.13
1477,23.54,22.35,11.65,10.70,12.12,10.90,5.91,2.92,9.35,7.18,3.55
4414,11.45,17.76,-5.99,1.30,-6.07,-0.60,-2.33,-0.32,-0.16,-0.43,-0.47
4426,-12.92,3.84,-31.05,-12.90,-31.99,-12.69,-1.87,-0.33,-0.63,-0.47,-0.26
4438,9.72,10.55,-7.96,2.30,-7.26,5.63,-1.09,-1.05,5.20,4.53,1.82
1503,20.00,18.45,10.43,7.61,12.89,8.54,2.60,1.26,2.93,2.52,1.73
1504,26.60,23.48,11.64,7.71,11.94,9.60,1.71,0.53,1.81,1.41,0.99
1506,13.73,2.17,-4.09,-24.82,-5.43,-42.92,-0.09,-0.05,-2.19,-1.96,-1.57
1507,26.07,25.02,7.74,8.28,9.17,10.58,1.88,0.53,3.20,2.39,1.31
1513,26.83,21.35,17.04,11.18,16.39,11.71,5.50,1.31,3.59,1.69,0.90
1514,18.10,17.68,8.64,6.82,9.40,7.61,2.93,0.45,1.51,1.24,0.87
1515,16.45,17.33,10.21,10.16,10.11,9.31,9.11,1.79,4.50,2.60,1.21
1517,18.26,15.39,8.85,4.04,16.41,7.74,3.91,0.47,0.76,0.16,-0.16
1519,13.83,15.98,1.14,5.60,0.94,6.48,0.27,0.04,1.75,1.16,0.50
1526,30.90,22.56,19.21,10.61,19.50,17.75,4.67,0.90,2.97,2.54,1.71
1527,25.01,25.32,16.64,15.36,16.55,14.53,3.52,1.06,2.94,2.17,1.34
1528,23.64,26.61,0.47,-4.10,1.23,-3.91,0.38,0.05,-0.61,-0.35,-0.36
1529,21.28,17.86,-8.42,10.56,-4.83,10.07,-0.21,-0.02,0.65,0.53,0.12
1530,16.58,15.54,4.90,1.23,5.01,17.95,0.65,0.25,3.92,3.75,3.53
1531,13.48,12.48,1.85,-4.97,4.40,-4.25,0.43,0.08,-0.30,-0.27,-0.28
1532,23.62,25.13,9.00,9.89,7.64,7.37,1.37,0.46,1.47,0.36,0.03
1535,7.97,5.87,2.72,0.73,4.85,2.71,2.94,0.72,1.60,1.05,0.59
1537,23.21,23.25,16.25,16.85,17.21,16.65,5.52,2.77,10.75,7.91,4.96
1538,11.72,12.46,-31.71,-30.48,-27.39,-4.07,-10.33,-0.64,-0.57,1.84,1.30
1539,9.15,9.48,4.88,5.38,1.98,-0.64,0.71,0.14,-0.28,0.08,0.26
1540,26.82,13.93,13.89,-2.40,21.65,-8.09,1.55,0.24,-0.24,-0.38,-0.21
1541,15.04,20.23,6.76,13.00,8.58,11.21,4.63,1.03,5.79,4.20,2.74
1558,24.88,28.14,15.88,17.08,16.36,16.23,6.29,5.42,13.76,10.21,5.00
1560,28.04,29.99,12.60,13.71,12.00,13.26,3.37,1.05,3.63,2.78,1.88
1583,21.74,18.46,7.76,1.12,11.13,12.18,2.03,1.04,4.39,3.92,3.83
1597,42.10,40.95,22.72,20.00,20.97,18.92,3.19,0.82,2.51,1.79,1.21
2049,31.78,27.23,13.53,8.15,11.14,10.83,1.74,1.61,6.05,4.27,1.41
2241,23.66,19.00,7.50,5.13,4.90,0.96,0.54,0.11,0.08,0.16,0.28
2371,22.36,20.00,-0.49,-4.14,-8.07,-15.52,-2.38,-0.13,-0.46,0.00,0.07
3167,24.08,29.50,12.20,8.35,12.73,18.75,3.79,1.01,5.23,1.54,1.00
4526,17.89,14.24,-3.52,-8.62,-5.35,-6.60,-1.45,-0.30,-1.36,-0.37,-0.46
4532,10.59,11.91,3.41,4.24,3.70,5.11,1.40,0.27,1.41,1.13,0.70
4540,26.56,21.88,3.69,6.78,3.77,4.76,0.30,0.10,0.96,0.53,0.09
4555,36.25,34.32,14.45,10.40,13.28,11.17,1.75,0.66,2.04,1.64,0.95
4562,23.71,23.05,-15.82,-20.24,-12.81,-23.25,-2.44,-0.35,-2.23,-1.40,-0.98
4564,30.29,27.25,21.91,19.37,20.65,18.50,2.17,0.51,1.65,1.13,0.62
4566,20.52,21.14,4.95,4.38,6.24,3.32,2.34,0.78,1.49,1.08,0.71
4572,29.87,29.98,7.61,13.56,9.34,12.23,0.30,0.16,0.92,0.88,1.15
4576,35.81,34.25,10.91,7.68,11.19,7.15,1.86,0.48,1.14,0.70,0.39
8222,-15.52,8.22,-40.14,-14.35,-36.39,-10.94,-3.50,-0.43,-0.58,-0.23,0.11
8374,19.28,17.44,7.05,4.54,7.05,3.96,2.46,0.44,0.78,0.54,0.30
8996,23.61,25.45,7.39,8.20,5.89,7.45,0.99,0.20,1.26,1.09,0.87
1603,18.08,12.32,13.01,6.41,13.09,16.38,1.40,0.49,2.05,1.96,0.41
1604,19.69,18.28,9.08,6.87,11.27,27.18,2.45,0.50,4.86,4.57,0.79
1605,8.37,11.08,3.47,6.56,6.95,8.22,1.98,0.55,2.04,1.46,0.90
1608,10.83,4.67,8.28,2.31,47.15,5.74,11.20,2.06,0.76,-0.30,-0.77
1609,10.32,8.75,6.03,2.34,9.10,6.66,4.94,0.74,1.45,1.07,0.78
1611,27.44,26.74,3.30,4.32,6.04,4.30,0.63,0.08,0.23,0.19,0.12
1612,13.37,11.87,9.48,6.77,14.80,12.97,3.29,0.56,1.64,1.14,0.33
1614,19.46,21.28,5.34,7.47,5.61,7.94,1.13,0.23,1.36,1.16,0.61
1615,11.67,17.14,7.24,12.74,7.14,13.08,2.17,0.36,2.67,1.74,0.80
1616,9.17,4.78,2.30,-1.13,0.82,0.59,0.34,0.03,0.01,0.03,-0.01
1617,13.98,14.41,7.42,6.48,7.78,5.99,3.59,0.46,1.02,0.88,0.46
1618,14.31,12.08,11.21,8.52,10.24,10.42,1.44,0.28,1.00,0.83,0.20
4930,15.04,18.47,5.71,8.66,7.63,8.81,2.45,0.50,2.23,1.52,0.53
5283,37.81,39.09,14.51,18.19,16.20,19.47,4.19,2.17,12.73,10.77,5.89
1708,24.32,20.75,7.06,6.30,7.38,4.67,0.92,0.23,0.76,0.44,0.20
1709,23.91,17.54,13.61,8.36,14.25,8.41,3.39,0.53,1.16,0.85,0.47
1710,13.53,2.76,9.26,-2.43,15.93,-6.97,5.91,0.64,-1.22,-0.68,-0.48
1711,24.64,20.19,7.76,2.63,6.81,3.41,1.41,0.22,0.39,0.23,0.19
1712,27.23,26.91,7.08,5.59,6.62,4.87,3.67,0.60,1.70,1.41,0.90
1713,13.54,13.93,2.72,3.64,25.91,19.79,1.44,0.23,0.61,0.27,0.15
1714,19.65,23.24,12.78,14.06,13.21,11.64,3.19,0.29,1.68,1.88,2.02
1717,22.88,23.16,9.15,8.18,9.45,8.20,3.52,0.66,2.05,1.42,0.69
1718,0,0,15.74,15.97,15.74,15.97,1.52,0.10,0.73,1.40,-0.54
1721,3.23,5.06,-4.66,-8.86,-5.30,17.56,-1.63,-0.22,2.43,2.66,2.75
1722,23.62,25.46,12.46,12.27,32.08,29.16,1.44,0.76,2.50,2.13,1.62
1723,20.95,20.88,15.73,14.35,17.12,15.87,3.37,1.01,3.09,2.19,1.49
1724,13.65,12.64,3.99,4.92,-9.28,1.70,-1.77,-0.27,0.20,0.18,0.19
1725,5.08,5.47,2.49,2.14,2.76,3.89,1.57,0.30,1.37,0.81,0.22
1726,28.36,26.51,14.74,12.24,15.43,13.04,3.20,1.76,5.13,3.73,2.34
1727,18.53,10.92,6.39,0.63,7.89,1.07,2.98,0.35,-1.26,-1.44,-1.31
1730,43.78,45.69,13.12,10.30,14.02,16.44,5.07,1.39,5.51,4.93,2.38
1732,41.01,44.99,5.47,7.53,5.28,7.33,1.33,0.15,0.91,0.59,0.57
1735,14.50,19.35,1.13,5.82,0.59,3.28,0.14,0.02,0.74,0.23,-0.11
1773,32.91,29.85,19.70,17.68,20.53,18.67,6.35,2.10,6.52,4.71,3.09
1776,21.39,21.38,8.70,6.31,8.40,5.91,2.26,0.30,0.65,0.34,0.11
3708,13.69,17.67,2.96,7.95,2.84,9.61,1.26,0.59,6.82,5.63,3.22
4720,18.76,22.30,1.65,4.33,1.56,4.57,0.62,0.07,0.78,0.48,0.07
4722,20.08,19.88,8.82,8.88,10.40,9.59,3.54,0.94,2.83,1.89,1.17
4739,12.66,9.00,6.74,4.09,7.41,3.91,2.22,1.00,1.73,0.97,0.20
4755,21.94,22.55,11.49,12.33,13.18,13.15,2.69,1.00,4.36,3.36,2.03
4764,19.18,16.83,6.71,3.41,5.54,4.18,1.11,0.32,0.81,0.39,0.19
4766,26.38,28.10,8.79,9.66,9.48,10.33,2.68,2.49,10.12,7.23,3.89
1598,36.05,41.79,8.76,14.12,8.68,12.61,5.88,2.10,11.69,5.62,1.78
1701,38.09,36.29,6.39,5.15,8.05,8.04,1.88,0.43,1.88,1.55,1.16
1707,80.20,82.21,20.98,25.14,22.28,25.94,3.83,1.60,9.34,6.25,4.02
1720,44.95,44.59,18.50,16.41,25.08,17.95,4.68,1.17,2.93,2.04,1.40
1731,64.91,63.48,20.22,15.99,19.28,19.49,2.40,0.35,1.29,1.15,0.78
1733,26.11,22.55,10.80,5.15,7.03,5.52,2.05,0.34,0.95,0.62,0.39
1734,33.49,36.66,-2.15,-5.12,-1.60,-4.93,-0.65,0.03,-0.17,0.15,0.21
1736,48.89,47.23,1.08,3.28,2.00,3.44,0.89,0.22,2.24,0.63,-0.86
1760,45.55,51.89,-0.39,6.66,-2.02,5.70,-2.06,-0.32,0.36,-0.13,-0.09
1762,50.64,44.49,25.99,17.42,27.88,42.13,3.84,1.27,6.86,5.59,5.14
1783,54.13,46.87,19.39,13.35,22.87,16.77,2.48,0.31,0.91,0.62,0.44
1786,73.54,73.53,29.88,31.41,27.90,32.66,1.74,0.40,2.10,1.52,1.01
1789,56.89,42.73,17.21,12.19,17.59,11.63,0.85,0.11,0.36,0.35,0.25
1795,45.03,42.84,21.48,15.03,17.85,12.16,5.03,1.85,4.22,2.92,1.77
3164,70.90,66.23,37.62,21.84,37.39,23.63,2.01,0.35,0.69,0.60,0.27
3705,47.83,45.54,11.52,11.89,12.36,12.67,2.53,0.62,2.97,2.24,1.59
4104,21.17,19.57,9.72,7.93,12.37,12.42,1.73,0.93,4.06,3.06,2.03
4106,42.25,42.30,8.00,4.94,7.21,6.23,1.40,0.29,1.04,0.90,0.62
4108,42.02,49.56,-149.31,-185.64,-139.19,-126.63,-1.71,-0.14,-0.54,-0.37,-0.20
4119,29.62,47.39,17.72,39.10,16.03,16.93,1.25,0.52,4.53,8.04,5.66
4133,45.05,46.77,10.48,12.63,10.67,10.75,0.82,0.16,0.60,0.44,0.20
4142,-1184.73,33.33,-4009.41,-1.38,-3754.13,64.05,-4.00,-0.58,3.03,0.00,-0.41
4155,16.47,21.96,6.11,8.49,11.77,10.22,1.61,0.32,1.56,1.17,0.88
4164,34.32,32.51,21.83,20.08,22.21,18.16,1.74,0.67,2.53,2.24,1.15
4737,43.92,44.90,2.14,1.27,1.99,1.86,0.60,0.20,1.06,0.29,-0.39
4746,30.10,30.73,-9.37,0.91,141.25,11.74,17.07,9.84,3.78,5.09,4.20
6491,52.14,50.38,23.15,21.51,22.67,21.24,4.96,3.21,10.22,6.20,3.30
1802,28.57,16.89,17.79,6.05,17.60,7.51,3.97,0.61,0.85,0.08,-0.40
1806,11.85,19.15,-17.40,-9.71,-27.53,-8.68,-3.10,-0.39,-0.93,-1.19,-1.24
1809,20.99,17.88,2.18,-5.55,2.67,-5.04,0.30,0.08,-0.36,-0.22,-0.28
1810,24.28,24.59,-0.51,0.00,-0.77,2.53,-0.25,-0.03,0.24,0.12,0.11
1817,34.93,31.83,12.82,12.53,12.68,12.55,3.12,0.74,3.04,2.17,1.17
1903,57.94,33.55,19.74,-95.57,77.55,-85.08,2.80,0.38,-0.52,-0.38,-0.35
1904,27.51,26.49,13.91,12.52,16.03,11.91,4.57,1.12,3.36,2.36,1.54
1905,11.54,6.67,2.04,-2.10,2.13,-1.63,0.59,0.09,-0.18,-0.20,-0.07
1906,28.61,10.80,0.08,0.75,0.56,7.63,0.01,0.00,0.62,0.62,0.55
1907,24.93,20.46,12.85,7.65,13.46,11.44,3.93,0.94,3.14,2.48,1.15
1909,18.75,15.68,9.25,5.53,5.85,2.66,1.97,0.40,0.77,0.36,0.09
2002,16.33,4.80,12.77,0.73,13.39,0.88,3.28,0.58,0.05,-0.28,-0.24
2006,17.48,15.44,13.19,10.31,14.21,10.47,5.15,1.38,3.52,1.97,1.18
2007,7.87,-2.92,5.23,-6.33,1.14,-8.61,0.24,0.03,-0.89,-0.76,-0.58
2008,7.36,2.29,-1.03,-7.13,-4.63,-3.23,-0.45,-0.06,-0.16,-0.09,-0.45
2009,12.83,-0.94,10.64,-3.36,17.71,3.58,2.30,0.30,0.22,-0.01,-0.44
2010,9.88,7.00,5.51,2.82,6.23,3.49,2.43,0.40,0.79,0.42,0.24
2012,18.10,14.27,8.64,4.35,8.25,4.30,3.63,0.47,0.75,0.44,0.34
2013,7.30,4.86,1.63,2.10,2.51,5.73,1.51,0.39,3.26,2.19,1.64
2014,17.99,3.95,16.02,0.92,15.70,1.44,10.51,1.18,0.37,-0.17,-0.34
2015,13.10,14.10,10.32,11.32,10.62,11.86,3.39,1.16,4.50,3.29,1.98
2017,23.65,11.04,14.52,-0.39,15.97,2.40,3.06,0.48,0.04,-0.17,-0.20
2020,14.60,9.67,8.58,5.27,26.58,8.79,9.84,1.47,1.76,1.32,0.57
2022,16.81,6.72,12.61,1.48,10.04,-2.60,5.03,0.40,-0.39,-0.27,-0.34
2023,10.67,7.49,5.69,2.04,7.52,1.05,3.93,0.58,0.39,0.16,-0.44
2024,15.48,8.47,9.56,3.07,9.39,2.61,2.38,0.28,0.28,0.06,0.00
2025,10.29,-23.49,8.63,-27.62,8.62,-26.09,8.55,0.14,-0.75,-0.67,-0.56
2027,23.45,15.08,13.62,3.08,11.32,-0.14,4.68,0.88,-0.44,-0.83,-0.76
2028,12.89,8.34,11.20,6.87,11.08,6.93,9.78,0.95,1.85,1.01,0.40
2029,14.85,9.24,10.50,4.03,10.98,3.50,3.16,0.86,0.77,0.13,-0.08
2030,14.30,8.88,6.66,2.22,5.44,1.78,3.15,0.45,0.38,0.01,-0.21
2031,18.26,8.25,14.90,4.77,22.77,9.27,7.30,2.00,2.69,2.19,0.31
2032,9.92,5.98,6.73,2.71,7.09,2.83,2.84,0.38,0.58,0.46,0.22
2033,11.78,13.40,2.24,2.80,1.87,3.41,0.28,0.04,0.25,0.12,0.07
2034,12.14,9.32,4.62,3.65,8.12,4.03,2.23,0.45,1.04,1.15,0.69
2038,6.07,4.69,4.22,2.36,4.37,2.49,2.19,0.45,0.87,0.52,0.39
2069,12.37,6.81,6.12,1.50,4.82,0.61,3.02,0.65,0.26,-0.35,-0.76
2211,18.54,21.67,13.51,16.41,13.59,18.55,1.90,0.65,2.65,2.03,1.08
3004,10.15,19.13,-9.70,1.97,-7.42,3.00,-1.33,-0.47,1.14,1.45,1.68
5007,26.61,20.12,19.27,12.96,18.48,14.98,3.64,0.80,2.04,1.35,0.92
9958,29.20,29.31,22.84,23.77,23.87,23.04,3.35,1.06,4.38,2.94,1.58
2101,25.63,24.04,3.10,10.61,10.82,11.56,1.93,0.26,1.05,0.84,0.56
2102,-2.79,22.82,-44.73,4.72,-47.23,2.89,-3.56,-0.58,0.24,0.23,0.01
2103,24.41,12.23,15.78,3.42,18.08,2.17,6.61,1.09,-0.03,-0.35,-0.07
2104,21.42,20.70,11.45,8.21,11.10,8.33,1.17,0.44,0.75,0.24,-0.27
2105,25.30,24.93,11.01,8.94,9.39,8.48,2.23,0.56,1.85,0.87,0.08
2106,24.55,24.29,9.42,5.08,9.69,4.27,3.60,0.75,1.07,0.67,-0.07
2107,33.19,32.36,25.90,24.70,25.98,28.34,1.89,0.63,2.62,2.32,1.23
2108,61.42,44.98,49.91,33.47,49.94,32.68,23.27,5.45,7.21,3.24,1.59
2109,26.33,23.74,15.56,12.39,17.64,15.27,3.91,0.42,1.33,0.64,0.23
2114,48.32,41.63,39.25,31.83,37.83,38.74,4.87,1.78,7.39,3.91,2.69
6582,64.78,50.56,58.12,41.79,56.76,41.86,19.38,9.83,16.85,9.00,4.46
1319,20.55,19.87,5.09,3.12,6.80,5.11,1.09,0.42,1.39,1.07,0.62
1339,24.93,30.06,8.98,16.52,14.34,8.43,1.51,0.78,1.59,1.19,0.67
1512,6.53,6.30,-15.26,-11.75,-15.56,-10.95,-22.40,-0.16,-0.55,-0.45,-0.34
1521,12.31,14.00,2.26,3.89,2.09,3.72,1.20,0.28,2.10,1.29,1.07
1522,19.78,19.78,4.31,1.84,3.46,2.82,1.40,0.25,0.84,0.46,0.18
1524,18.67,15.27,6.04,2.90,6.03,1.96,0.98,0.13,0.21,0.17,0.11
1525,11.19,8.76,3.79,0.60,32.90,38.95,2.00,1.18,4.41,2.74,1.46
1533,33.99,28.05,0.85,2.23,0.68,2.10,-0.23,0.08,0.86,0.25,0.01
1536,23.00,22.51,5.64,7.61,4.15,6.22,0.72,0.20,1.12,0.64,0.47
1568,11.93,9.46,0.71,-1.18,-0.31,0.40,-0.11,-0.02,0.10,0.04,-0.17
1587,24.22,26.02,7.25,7.61,6.71,12.87,1.91,0.37,2.64,2.12,1.55
2201,29.19,22.54,9.06,-1.48,12.07,6.93,3.08,1.39,2.80,1.54,0.50
2204,18.94,15.89,9.16,5.75,17.86,12.15,2.92,2.35,6.01,4.52,2.79
2206,20.67,19.15,7.21,4.81,7.63,6.12,3.78,0.74,2.41,2.19,1.27
2207,0,0,10.97,9.11,10.97,9.11,7.07,9.16,25.36,18.91,12.29
2227,11.29,13.80,0.97,1.01,12.81,27.51,3.67,2.70,21.80,12.74,5.53
2228,24.20,21.75,7.05,4.05,8.43,6.25,1.76,0.85,1.30,-0.28,-0.16
2231,44.90,38.09,23.19,11.57,23.11,8.76,5.54,1.61,2.03,1.26,0.74
2233,34.10,32.43,18.88,15.95,19.76,16.93,4.33,2.14,6.23,4.36,2.35
2247,11.69,11.88,3.41,3.27,3.43,3.35,2.43,3.46,14.50,9.89,6.04
2497,24.43,23.23,4.50,-5.40,4.57,-5.09,0.76,0.09,-0.69,-0.77,-0.75
3346,16.80,16.34,2.93,0.14,3.75,0.36,2.24,0.52,0.16,-0.66,-1.41
4551,26.68,27.00,17.85,16.43,19.62,14.52,5.27,3.00,7.19,4.62,2.17
6288,22.14,20.72,4.99,4.99,4.83,4.59,1.37,0.20,0.85,0.70,0.37
6605,25.11,24.22,11.03,7.20,8.97,5.43,2.01,1.72,3.56,2.23,0.81
2302,27.87,38.85,1.59,18.58,4.15,14.60,0.28,0.03,0.64,0.13,-0.08
2303,26.53,22.05,16.18,12.45,23.32,15.79,4.07,0.85,2.42,1.50,0.74
2329,13.67,5.03,7.22,-1.34,7.43,-1.76,2.86,0.40,-0.48,-0.46,-0.48
2330,52.36,53.10,41.54,42.32,42.79,43.66,7.37,5.39,19.97,14.47,9.17
2337,34.29,33.69,12.13,14.74,10.29,14.68,2.49,0.50,2.90,2.27,1.39
2338,26.22,20.21,5.68,7.37,26.59,13.51,7.92,1.64,3.34,0.92,-0.40
2342,15.96,22.68,2.22,11.83,10.67,11.89,1.99,0.28,1.42,0.41,-1.60
2344,37.56,28.08,10.77,2.68,10.29,2.99,2.37,0.40,0.33,0.24,0.16
2351,19.63,15.77,10.91,7.12,9.89,6.09,3.14,1.02,1.92,1.16,0.65
2363,36.10,28.18,-155.51,-279.31,-2.20,-160.19,-0.01,0.00,-0.47,-0.24,-0.39
2369,14.63,5.48,7.69,-3.00,8.67,-2.68,2.20,0.29,-0.44,-0.30,-0.29
